"Adduct","AllGroups","Analog:Adduct","Analog:Compound_Name","Analog:Compound_Source","Analog:Data_Collector","Analog:GNPSLibraryURL","Analog:INCHI","Analog:Instrument","Analog:Ion_Source","Analog:IonMode","Analog:Library_Class","Analog:MassDiff","Analog:MQScore","Analog:MZErrorPPM","Analog:PI","Analog:SharedPeaks","Analog:Smiles","Analog:SpectrumID","ATTRIBUTE_Con/Inf","ATTRIBUTE_Gut_section","ATTRIBUTE_Organism","ATTRIBUTE_Pool","ATTRIBUTE_Time_point","charge","cluster index","componentindex","Compound_Name","Compound_Source","Data_Collector","DefaultGroups","G1","G2","G3","G4","G5","G6","GNPSGROUP:0","GNPSGROUP:1","GNPSGROUP:2","GNPSGROUP:3","GNPSGROUP:4","GNPSGROUP:ACN","GNPSGROUP:AM","GNPSGROUP:Blank","GNPSGROUP:c1","GNPSGROUP:c2","GNPSGROUP:c3","GNPSGROUP:Con","GNPSGROUP:Extraction_blank","GNPSGROUP:H","GNPSGROUP:Inf","GNPSGROUP:No_gut_section","GNPSGROUP:No_timepoint","GNPSGROUP:PBS","GNPSGROUP:PM","GNPSGROUP:R.prolixus_starved","GNPSGROUP:Starved","GNPSGROUP:T.cruzi_epi","GNPSGROUP:T.cruzi_tryp","GNPSLibraryURL","GNPSLinkout_Cluster","GNPSLinkout_Network","INCHI","Instrument","Ion_Source","IonMode","Library_Class","MassDiff","MQScore","MZErrorPPM","name","number of spectra","parent mass","PI","precursor mass","RTConsensus","RTMean","selected","shared name","SharedPeaks","Smiles","SpectrumID","sum(precursor intensity)","UniqueFileSources"
"","N/A","M+H","(2-aminoethoxy)[2-[octadec-11-enoyloxy]-3-[octadec-9-enoyloxy]propoxy]phosphinic acid","Lysate","UMR CNRS 8038 Universit de Paris","http://gnps.ucsd.edu/ProteoSAFe/gnpslibraryspectrum.jsp?SpectrumID=CCMSLIB00005724092","N/A","qTof","LC-ESI","Positive","3","2.04602","0.849882","2747.98","N Auzeil","16","[H][C@@](COC(=O)CCCCCCC\\C=C/CCCCCCCC)(COP(O)(=O)OCCN)OC(=O)CCCCCCCCC\\C=C/CCCCCC","CCMSLIB00005724092","Inf,Con","AM","T.cruzi_tryp,T.cruzi_epi","c3,3,c2,1,2","3,0,1,2","0","6416","7","","","","N/A","0.0","0.0","0.0","0.0","0.0","0.0","3378.668875000003","6430.2934632353035","5282.257242647049","11496.143352941162","0.0","0.0","15508.918508771918","0.0","0.0","606.8593518518496","1918.8234074073919","841.8942530864139","0.0","0.0","10071.789141975307","0.0","0.0","0.0","0.0","0.0","0.0","1872.086261111111","9937.785993055546","","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=5a6231ed03724b088fa0055e33397038&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""6416.0"",""main.cluster index_upperinput"":""6416.0""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=7&task=5a6231ed03724b088fa0055e33397038&show=true","","","","","","","","","6416","18","746.601","","746.601","20.4712","20.4712","false","6416","","","","884008.3549999993","N/A"
"","N/A","","","","","","","","","","","","","","","","","","Inf,Starved,Blank","H,PM,No_gut_section,AM","T.cruzi_tryp,T.cruzi_epi,R.prolixus_starved,PBS,Extraction_blank","3,1,2","No_timepoint,3,0,1,2","0","7235","35","","","","N/A","0.0","0.0","0.0","0.0","0.0","0.0","127980.5223472222","107991.97877205886","121235.3352426471","130393.51380147062","0.0","0.0","90209.67641228072","563218.302142857","0.0","0.0","0.0","0.0","822509.2986666666","132046.83244736848","117428.64633333337","657088.0191666665","669204.9593333334","491666.7396666663","51555.18636842106","677282.9194444447","677282.9194444447","27993.091333333326","97115.86295833337","","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=5a6231ed03724b088fa0055e33397038&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""7235.0"",""main.cluster index_upperinput"":""7235.0""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=35&task=5a6231ed03724b088fa0055e33397038&show=true","","","","","","","","","7235","26","736.5415","","736.5415","16.4513","16.4513","false","7235","","","","1.9549794743E7","N/A"
"","N/A","","","","","","","","","","","","","","","","","","Inf,Con","H,PM,AM","T.cruzi_tryp,T.cruzi_epi","c3,3,c2,c1,1,2","4,3,0,1,2","0","2491","17","","","","N/A","0.0","0.0","0.0","0.0","0.0","0.0","18294.079277777782","8764.897720588244","14354.496124999992","14473.826044117643","38289.45719444443","0.0","12337.230105263163","0.0","31839.23140740742","22824.4488888889","23050.78337037035","25904.82122222222","0.0","17680.48665789474","11147.194549382715","0.0","0.0","0.0","22635.147754385955","0.0","0.0","31420.72662222222","2407.609465277779","","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=5a6231ed03724b088fa0055e33397038&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""2491.0"",""main.cluster index_upperinput"":""2491.0""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=17&task=5a6231ed03724b088fa0055e33397038&show=true","","","","","","","","","2491","64","376.313","","376.313","10.6371","10.6371","false","2491","","","","3001213.2774999994","N/A"
"","N/A","M+H","Spectral Match to 1,2-Dipentadecanoyl-sn-glycero-3-phosphocholine from NIST14","Isolated","Data deposited by negarg","http://gnps.ucsd.edu/ProteoSAFe/gnpslibraryspectrum.jsp?SpectrumID=CCMSLIB00003138058","N/A","HCD","ESI","Positive","3","70.1171","0.962675","99240.3","Data from Pieter C. Dorrestein","6","N/A","CCMSLIB00003138058","Inf,Starved,Con","PM,AM","T.cruzi_tryp,T.cruzi_epi,R.prolixus_starved","c3,3,c2,c1,1,2","No_timepoint,4,3,0,1,2","0","2326","21","","","","N/A","0.0","0.0","0.0","0.0","0.0","0.0","77203.10981944452","28210.884999999984","21537.199029411768","15300.376088235304","8990.721972222196","0.0","81153.62262280704","0.0","27620.117092592587","30581.465037037004","24436.638870370432","27546.073666666674","0.0","0.0","31622.841685185198","0.0","687.1944666666582","0.0","3109.3608947368402","1145.324111111097","1145.324111111097","9616.109961111111","54544.892319444465","","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=5a6231ed03724b088fa0055e33397038&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""2326.0"",""main.cluster index_upperinput"":""2326.0""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=21&task=5a6231ed03724b088fa0055e33397038&show=true","","","","","","","","","2326","46","636.4219","","636.4219","12.154","12.154","false","2326","","","","4802990.060500002","N/A"
"","N/A","M+H","(2-{[3-[hexadec-9-en-1-yloxy]-2-(octadecanoyloxy)propyl phosphonato]oxy}ethyl)trimethylazanium","Lysate","UMR CNRS 8038 Universit de Paris","http://gnps.ucsd.edu/ProteoSAFe/gnpslibraryspectrum.jsp?SpectrumID=CCMSLIB00005724083","N/A","qTof","LC-ESI","Positive","3","2.0184900000000003","0.7722100000000001","2703.56","N Auzeil","10","CCCCCCCCCCCCCCCCCC(=O)O[C@]([H])(COCCCCCCCC\\C=C/CCCCCC)COP([O-])(=O)OCC[N+](C)(C)C","CCMSLIB00005724083","Inf,Con","AM","T.cruzi_epi","c3,3,c2,c1,1,2","4,3,0,1,2","0","17352","7","","","","N/A","0.0","0.0","0.0","0.0","0.0","0.0","10348.207250000005","15477.742867647066","20036.203889705903","21446.10822794116","11769.184583333334","0.0","48165.29395614037","0.0","11606.544870370377","13773.871851851898","12885.471740740732","12755.296154321002","0.0","0.0","21138.799592592593","0.0","0.0","0.0","0.0","0.0","0.0","30504.686172222235","0.0","","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=5a6231ed03724b088fa0055e33397038&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""17352.0"",""main.cluster index_upperinput"":""17352.0""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=7&task=5a6231ed03724b088fa0055e33397038&show=true","","","","","","","","","17352","18","744.5875","","744.5875","18.462","18.462","false","17352","","","","2745421.7555000004","N/A"
"","N/A","","","","","","","","","","","","","","","","","","Inf,Starved,Blank,Con","H,PM,No_gut_section,AM","T.cruzi_tryp,T.cruzi_epi,R.prolixus_starved,PBS","c3,3,c2,c1,1,2","No_timepoint,4,3,0,1,2","0","3458","2","","","","N/A","0.0","0.0","0.0","0.0","0.0","0.0","16005.000222222203","21545.037051470597","20285.756647058803","14064.38044117646","38856.16922222219","0.0","2732.276640350882","11028.527499999922","8511.222870370404","14037.793796296322","4072.2264074073864","8873.747691358038","0.0","30204.261973684235","25024.77504320986","12866.615416666575","20245.05169999993","25733.23083333315","19208.310938596445","25164.00922222217","25164.00922222217","24885.003877777777","7029.583229166661","","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=5a6231ed03724b088fa0055e33397038&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""3458.0"",""main.cluster index_upperinput"":""3458.0""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=2&task=5a6231ed03724b088fa0055e33397038&show=true","","","","","","","","","3458","36","724.5057","","724.5057","17.3273","17.3273","false","3458","","","","3049456.116999998","N/A"
"","N/A","","","","","","","","","","","","","","","","","","Inf,Con","PM,AM","T.cruzi_tryp,T.cruzi_epi","c3,3,c2,c1,1,2","4,3,0,1,2","0","3848","22","","","","N/A","0.0","0.0","0.0","0.0","0.0","0.0","21010.276611111105","215268.86537499996","356684.8066764706","412054.15197794116","640751.4332500001","0.0","901771.1891140351","0.0","319997.8361851852","313658.49590740737","302049.38433333335","311901.90547530865","0.0","0.0","332952.92251234566","0.0","0.0","0.0","14601.461184210528","0.0","0.0","354439.2065","282412.6733611111","","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=5a6231ed03724b088fa0055e33397038&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""3848.0"",""main.cluster index_upperinput"":""3848.0""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=22&task=5a6231ed03724b088fa0055e33397038&show=true","","","","","","","","","3848","65","165.0546","","165.0546","1.7624","1.7624","false","3848","","","","5.2233241067E7","N/A"
"","N/A","M+Na","Spectral Match to 1,2-Di-(9Z-octadecenoyl)-sn-glycero-3-phosphoethanolamine from NIST14","Isolated","Data deposited by alchemistmatt","http://gnps.ucsd.edu/ProteoSAFe/gnpslibraryspectrum.jsp?SpectrumID=CCMSLIB00003139260","N/A","HCD","ESI","Positive","3","26.0122","0.8374159999999999","33935.0","Data from Katrina Waters;Yoshihiro Kawaoka;Michael Diamond;Richard Smith;Thomas Metz","18","N/A","CCMSLIB00003139260","Inf,Starved,Con","H,PM,AM","T.cruzi_tryp,T.cruzi_epi,R.prolixus_starved","c3,3,c2,c1,1,2","No_timepoint,4,3,0,1,2","0","7473","7","","","","N/A","0.0","0.0","0.0","0.0","0.0","0.0","59997.55788888889","88538.06540441173","67593.0842794118","101800.98131617645","273389.86211111123","0.0","54516.92630701759","0.0","85646.2229444445","65776.37385185188","129534.91490740744","93652.50390123461","0.0","73444.74744736847","92561.35422839505","0.0","135968.15393333335","0.0","172439.1125175438","226613.5898888889","226613.5898888889","163062.3729888889","5662.624159722229","","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=5a6231ed03724b088fa0055e33397038&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""7473.0"",""main.cluster index_upperinput"":""7473.0""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=7&task=5a6231ed03724b088fa0055e33397038&show=true","","","","","","","","","7473","38","740.5188","","740.5188","20.2573","20.2573","false","7473","","","","1.71228448175E7","N/A"
"","N/A","","","","","","","","","","","","","","","","","","Inf,Starved,Blank,Con","H,PM,No_gut_section,AM","T.cruzi_tryp,T.cruzi_epi,R.prolixus_starved,PBS,Extraction_blank","c3,3,c2,c1,1,2","No_timepoint,4,3,0,1,2","0","2451","6","","","","N/A","0.0","0.0","0.0","0.0","0.0","0.0","227637.85768055555","210614.1366838237","194128.4542279412","224738.70306617665","456874.93283333344","0.0","208701.27812280715","25968.948785714398","265769.36842592614","251147.7013518522","233639.10703703703","250185.39227160512","30498.466166666865","238446.26206140374","237322.4281296297","30297.1069166668","34145.96846666683","30095.74766666673","251423.34293859647","36711.87616666685","36711.87616666685","401401.5206166669","46694.397180555556","","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=5a6231ed03724b088fa0055e33397038&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""2451.0"",""main.cluster index_upperinput"":""2451.0""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=6&task=5a6231ed03724b088fa0055e33397038&show=true","","","","","","","","","2451","132","706.4943","","706.4943","17.9114","17.9114","false","2451","","","","4.000032297950002E7","N/A"
"","N/A","","","","","","","","","","","","","","","","","","Inf,Starved,Con","H,PM,AM","T.cruzi_tryp,T.cruzi_epi,R.prolixus_starved","c3,3,c2,c1,1,2","No_timepoint,4,3,0,1,2","0","5443","6","","","","N/A","0.0","0.0","0.0","0.0","0.0","0.0","28278.814583333537","13736.736264705822","19228.067139705876","20383.11373529424","62898.152083333276","0.0","5465.783578947371","0.0","35965.36581481499","47478.45099999997","43817.585037037","42420.46728395065","0.0","59114.83042105267","12096.432820987697","0.0","25478.830733333347","0.0","19595.725815789545","42464.71788888891","42464.71788888891","45824.387205555606","4051.0286111111336","","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=5a6231ed03724b088fa0055e33397038&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""5443.0"",""main.cluster index_upperinput"":""5443.0""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=6&task=5a6231ed03724b088fa0055e33397038&show=true","","","","","","","","","5443","44","534.37","","534.37","16.2268","16.2268","false","5443","","","","4798051.369500005","N/A"
"","N/A","","","","","","","","","","","","","","","","","","Inf,Starved,Blank,Con","H,PM,No_gut_section,AM","T.cruzi_tryp,T.cruzi_epi,R.prolixus_starved,PBS,Extraction_blank","c3,3,c2,c1,1,2","No_timepoint,4,3,0,1,2","0","52","1","","","","N/A","0.0","0.0","0.0","0.0","0.0","0.0","2015978.447486112","2550497.914757352","2480104.7458014707","3110045.835852942","3572558.8120277766","0.0","1968710.7151578953","1351892.4555714272","1041159.0367592593","1049642.4387037049","1024808.7334444438","1038536.7363024693","1755252.1431666634","2797870.683026316","3547128.3509753086","1577207.864833332","2112607.465566666","1399163.5865000002","2139817.4941666657","2469540.5327222217","2469540.5327222217","3487727.260861111","799214.1471111112","","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=5a6231ed03724b088fa0055e33397038&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""52.0"",""main.cluster index_upperinput"":""52.0""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=1&task=5a6231ed03724b088fa0055e33397038&show=true","","","","","","","","","52","167","481.2832","","481.2832","14.7731","14.7731","false","52","","","","4.031279840529999E8","N/A"
"","N/A","","","","","","","","","","","","","","","","","","Con","PM,AM","T.cruzi_tryp","3,c2,c1,2","3,2","0","8139","19","","","","N/A","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","49323.13680147059","71633.50649264695","0.0","0.0","28914.27973684208","0.0","124221.23342592592","180410.3126481479","0.0","101543.84869135794","0.0","0.0","0.0","0.0","0.0","0.0","115384.87366666656","0.0","0.0","0.0","114236.82977777768","","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=5a6231ed03724b088fa0055e33397038&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""8139.0"",""main.cluster index_upperinput"":""8139.0""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=19&task=5a6231ed03724b088fa0055e33397038&show=true","","","","","","","","","8139","4","499.4113","","499.4113","17.9332","17.9332","false","8139","","","","8225051.743999993","N/A"
"","N/A","M-H2O+H","NCGC00347704-02_C24H32O7_2H-Oxireno[1,10a]phenanthro[3,2-b]furan-10(11bH)-one, 5,7-bis(acetyloxy)-3,3a,4,5,6,7,7a,7b,8,8a-decahydro-4,4,7a,11-tetramethyl-, (1aS,3aR,5S,7S,7aR,7bS,8aR,11bR)-","isolated","lfnothias","http://gnps.ucsd.edu/ProteoSAFe/gnpslibraryspectrum.jsp?SpectrumID=CCMSLIB00000853048","InChI=1S/C24H32O7/c1-11-19-14(30-21(11)27)9-16-23(6)15(7-8-24(16)20(19)31-24)22(4,5)17(28-12(2)25)10-18(23)29-13(3)26/h14-18,20H,7-10H2,1-6H3/t14-,15-,16+,17+,18+,20-,23-,24+/m1/s1","Maxis II HD Q-TOF Bruker","LC-ESI","positive","1","18.0108","0.894383","43377.5","Jadhav/Dorrestein","6","CC(=O)O[C@H]1C[C@H](OC(C)=O)[C@]2(C)[C@H](CC[C@@]34O[C@@H]3C/5=C(C)/C(=O)O[C@@H]5C[C@@H]24)C1(C)C","CCMSLIB00000853048","Inf,Starved,Blank,Con","H,PM,No_gut_section,AM","T.cruzi_tryp,T.cruzi_epi,R.prolixus_starved,PBS,Extraction_blank","c3,3,c2,c1,1,2","No_timepoint,4,3,0,1,2","0","1163","2","","","","N/A","0.0","0.0","0.0","0.0","0.0","0.0","112757.65711111111","138206.89993382338","127123.43547058827","158107.01245588233","402197.6028611112","0.0","145642.31813157888","228727.22142857127","137019.3161111111","131441.35929629623","143294.34294444445","137251.6727839506","274762.72366666637","164660.64457894737","158388.6302222222","266848.4249999998","221081.90469999996","258934.12633333326","139907.6085877193","190570.89116666673","190570.89116666673","233319.37731111108","40946.11924305554","","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=5a6231ed03724b088fa0055e33397038&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""1163.0"",""main.cluster index_upperinput"":""1163.0""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=2&task=5a6231ed03724b088fa0055e33397038&show=true","","","","","","","","","1163","153","397.2002","","397.2002","9.1986","9.1986","false","1163","","","","2.7263093113999993E7","N/A"
"","N/A","","","","","","","","","","","","","","","","","","Inf,Starved,Con","H,PM,AM","T.cruzi_tryp,T.cruzi_epi,R.prolixus_starved","c3,3,c2,c1,1,2","No_timepoint,4,3,0,1,2","0","12355","6","","","","N/A","0.0","0.0","0.0","0.0","0.0","0.0","6790.993541666675","29666.073882352946","6792.501764705881","11005.3240367647","15376.375416666673","0.0","21356.592368421065","0.0","9105.560351851855","1195.7475185185172","7184.95724074072","5828.755037037031","0.0","9727.162614035082","19740.566783950624","0.0","5246.315099999985","0.0","6632.206315789463","8743.858499999977","8743.858499999977","21729.85716666667","1603.1655902777773","","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=5a6231ed03724b088fa0055e33397038&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""12355.0"",""main.cluster index_upperinput"":""12355.0""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=6&task=5a6231ed03724b088fa0055e33397038&show=true","","","","","","","","","12355","42","504.3583","","504.3583","12.5058","12.5058","false","12355","","","","2149809.794","N/A"
"","N/A","","","","","","","","","","","","","","","","","","Inf,Con","AM","T.cruzi_tryp,T.cruzi_epi","c3,3,c2,c1,1,2","4,3,0,1,2","0","6585","84","","","","N/A","0.0","0.0","0.0","0.0","0.0","0.0","29220.750902777774","25131.94982352941","26017.119705882345","20723.4356985294","14984.395666666664","0.0","64288.45205263156","0.0","12465.12107407405","15412.106685185185","13600.069425925929","13825.765728395054","0.0","0.0","31414.256086419748","0.0","0.0","0.0","0.0","0.0","0.0","11896.993572222222","36023.78257638887","","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=5a6231ed03724b088fa0055e33397038&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""6585.0"",""main.cluster index_upperinput"":""6585.0""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=84&task=5a6231ed03724b088fa0055e33397038&show=true","","","","","","","","","6585","30","526.3132","","526.3132","12.8845","12.8845","false","6585","","","","3664441.766999999","N/A"
"","N/A","","","","","","","","","","","","","","","","","","Inf,Starved,Con","H,PM,AM","T.cruzi_tryp,T.cruzi_epi,R.prolixus_starved","c3,3,c2,c1,1,2","No_timepoint,4,3,0,1,2","0","5440","6","","","","N/A","0.0","0.0","0.0","0.0","0.0","0.0","96840.23480555585","82735.61539705894","60730.86465441181","123496.38083823542","294495.8730277775","0.0","90636.91279824587","0.0","127283.75690740744","188339.78805555654","208145.94985185194","174589.83160493863","0.0","188679.9807982457","77046.83941358022","0.0","21152.290866666615","0.0","83838.4522894738","35253.818111111024","35253.818111111024","222895.7749722225","4471.536180555557","","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=5a6231ed03724b088fa0055e33397038&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""5440.0"",""main.cluster index_upperinput"":""5440.0""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=6&task=5a6231ed03724b088fa0055e33397038&show=true","","","","","","","","","5440","54","534.3699","","534.3699","14.8091","14.8091","false","5440","","","","2.0699854715500027E7","N/A"
"M+H-CH3NH2","N/A","M+H-CH3NH2","Spectral Match to Abrine from NIST14","Isolated","Data deposited by dfloros","http://gnps.ucsd.edu/ProteoSAFe/gnpslibraryspectrum.jsp?SpectrumID=CCMSLIB00003139491","N/A","QqQ","ESI","Positive","3","0.00369263","0.945367","19.6346","Data from Pieter Dorrestein","6","N/A","CCMSLIB00003139491","Inf,Starved,Con","H,PM,AM","T.cruzi_tryp,T.cruzi_epi,R.prolixus_starved","c3,3,c2,c1,1,2","No_timepoint,4,3,0,1,2","0","8052","22","Spectral Match to Abrine from NIST14","Isolated","Data deposited by dfloros","N/A","0.0","0.0","0.0","0.0","0.0","0.0","52354.60475","248143.420632353","318345.8130220588","642503.3728014705","1043316.0725833329","0.0","936436.5423596489","0.0","456410.174574074","177630.54022222222","429566.3563333331","354535.6903765431","0.0","18362.81236842105","451158.8272716049","0.0","71388.75853333331","0.0","208921.4752280702","118981.26422222218","118981.26422222218","431620.528561111","366880.67165277776","http://gnps.ucsd.edu/ProteoSAFe/gnpslibraryspectrum.jsp?SpectrumID=CCMSLIB00003139491","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=5a6231ed03724b088fa0055e33397038&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""8052.0"",""main.cluster index_upperinput"":""8052.0""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=22&task=5a6231ed03724b088fa0055e33397038&show=true","N/A","QqQ","ESI","Positive","3","0.00369263","0.945367","19.6346","8052","37","188.0707","Data from Pieter Dorrestein","188.0707","1.7752","1.7752","false","8052","6","N/A","CCMSLIB00003139491","6.633208730749998E7","N/A"
"","N/A","","","","","","","","","","","","","","","","","","Inf,Con","H,PM,AM","T.cruzi_epi","c3,3,c2,c1,1,2","4,3,0,1,2","0","15914","2","","","","N/A","0.0","0.0","0.0","0.0","0.0","0.0","75557.07659722219","125655.72768382344","92946.86526470586","65746.74778676475","86219.61249999999","0.0","61722.144359649115","0.0","164669.258111111","107453.25900000011","159664.83290740737","143929.1166728395","0.0","176229.34493859648","73762.37346913577","0.0","0.0","0.0","71399.57564035086","0.0","0.0","195922.34112777773","0.0","","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=5a6231ed03724b088fa0055e33397038&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""15914.0"",""main.cluster index_upperinput"":""15914.0""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=2&task=5a6231ed03724b088fa0055e33397038&show=true","","","","","","","","","15914","11","750.4055","","750.4055","16.036","16.036","false","15914","","","","1.76330107015E7","N/A"
"","N/A","[M+H]+","10-Hydroxycamptothecin","isolated","MoNA:VF-NPL-QEHF002716","http://gnps.ucsd.edu/ProteoSAFe/gnpslibraryspectrum.jsp?SpectrumID=CCMSLIB00004693779","InChI=1S/C20H16N2O5/c1-2-20(26)14-7-16-17-11(5-10-6-12(23)3-4-15(10)21-17)8-22(16)18(24)13(14)9-27-19(20)25/h3-7,23,26H,2,8-9H2,1H3/t20-/m0/s1","ESI-QFT","N/A","positive","3","50.0883","0.800976","137186.0","MoNA","7","N/A","CCMSLIB00004693779","Inf","H,PM","T.cruzi_tryp,T.cruzi_epi","3,2","4,3,2","0","7339","2","","","","N/A","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","650.2004779411744","1376.8626470588242","2734.2796388888996","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","321.40161403508586","1154.6748518518525","0.0","0.0","0.0","1319.4521228070203","0.0","0.0","546.8559277777799","615.439298611109","","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=5a6231ed03724b088fa0055e33397038&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""7339.0"",""main.cluster index_upperinput"":""7339.0""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=2&task=5a6231ed03724b088fa0055e33397038&show=true","","","","","","","","","7339","4","415.2013","","415.2013","7.8644","7.8644","false","7339","","","","93528.66300000006","N/A"
"","N/A","","","","","","","","","","","","","","","","","","Inf,Con","H,PM,AM","T.cruzi_tryp,T.cruzi_epi","c3,3,c2,c1,1,2","4,3,0,1,2","0","2484","6","","","","N/A","0.0","0.0","0.0","0.0","0.0","0.0","32382.352472222174","14005.651441176447","16770.91586029412","21167.676801470585","59018.330805555524","0.0","17292.484701754365","0.0","35523.60718518517","26360.594222222207","29253.70279629629","30379.301401234556","0.0","31113.05342105263","20367.776722222206","0.0","0.0","0.0","23708.730789473666","0.0","0.0","39221.412349999984","8063.697451388873","","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=5a6231ed03724b088fa0055e33397038&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""2484.0"",""main.cluster index_upperinput"":""2484.0""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=6&task=5a6231ed03724b088fa0055e33397038&show=true","","","","","","","","","2484","34","546.4035","","546.4035","15.1997","15.1997","false","2484","","","","4110513.327999997","N/A"
"","N/A","","","","","","","","","","","","","","","","","","Inf,Starved,Con","H,PM,AM","T.cruzi_tryp,T.cruzi_epi,R.prolixus_starved","c3,3,c2,c1,1,2","No_timepoint,4,3,0,1,2","0","1735","6","","","","N/A","0.0","0.0","0.0","0.0","0.0","0.0","232547.48259722235","141456.94178676463","94078.00432352943","200896.95205147058","171395.4211388886","0.0","150422.0650087719","0.0","171620.25531481474","57325.45337037048","157120.55396296288","128688.75421604936","0.0","182944.01372807013","181893.43232098763","0.0","82911.39343333333","0.0","129806.34250877195","138185.65572222223","138185.65572222223","151565.23007222216","159948.42226388893","","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=5a6231ed03724b088fa0055e33397038&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""1735.0"",""main.cluster index_upperinput"":""1735.0""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=6&task=5a6231ed03724b088fa0055e33397038&show=true","","","","","","","","","1735","61","701.4107","","701.4107","16.2522","16.2522","false","1735","","","","2.6400828011000007E7","N/A"
